artist_name,track_name,danceability,energy,instrumentalness,tempo,music_genre
Shinedown,45,0.446,0.657,0,152.132,Rock
Axel Boy,Gas Mark 10,0.555,0.959,0.172,150.08,Electronic
Nas,One Mic,0.783,0.608,0,91.672,Hip-Hop
Germ,BLOODY SHOES,0.805,0.669,0,133.884,Hip-Hop
Tricky,Wait For Signal,0.861,0.539,0.122,121.073,Electronic
J.J. Cale,After Midnight,0.699,0.32,0.146,95.973,Rock
Jake Owen,Good Timing,0.535,0.916,3.46e-5,83.993,Country
Jean-Michel Jarre,"Equinoxe, Pt. 1",0.123,0.285,0.861,89.747,Electronic
Billy Joel,She's Always a Woman,0.292,0.324,4.73e-4,176.631,Rock
Beastie Boys,Pass The Mic - Prunes Remix,0.772,0.836,5.09e-6,167.921,Hip-Hop
Craig Xen,Wassup Bro!,0.81,0.585,0.0115,139.968,Hip-Hop
Mac Miller,Stay,0.742,0.561,1.35e-4,134.01,Hip-Hop
Little Dragon,Blinking Pigs,0.686,0.797,0.0197,142.072,Electronic
empty_field,Head Like A Hole,0.668,0.803,0.00182,115.386,Rock
Trey Songz,Reflection,0.684,0.56,2.17e-5,140.021,Hip-Hop
Sevendust,Dirty,0.234,0.927,3.86e-5,131.003,Rap
Rich Brian,Flight,0.77,0.564,0.00306,97.35,Hip-Hop
Wiz Khalifa,Garage Talk,0.854,0.727,0,95.986,Rap
Christian LÃ¶ffler,Roman,0.714,0.554,0.902,112.985,Electronic
Rob Zombie,Feel So Numb,0.566,0.889,0.00907,127.045,Rock
empty_field,Opening (Remix) - Specially Mixed for Your Personal Cassette Player,0.178,0.11,0.879,138.995,Classical
Massive Attack,Any Love - Larry Heard Mix,0.656,0.558,0.634,100.112,Electronic
Camille Saint-SaÃ«ns,"Introduction and Rondo capriccioso in A minor, Op. 28",0.387,0.107,0.415,92.584,Classical
empty_field,Bad Guy,0.83,0.405,8.61e-6,147.07,Rap
empty_field,Make or Break,0.574,0.873,0,126.041,Country
The Bloody Beetroots,The Furious (feat. Penny Rimbaud),0.566,0.809,0.906,124.954,Electronic
empty_field,Isn't He (This Jesus) [feat. Natalie Grant],0.224,0.467,0,144.012,Rock
sadeyes,you deserve better,0.583,0.488,0,110.02,Rap
Radiohead,"There, There",0.614,0.677,0.518,126.477,Rock
$uicideBoy$,For The Last Time,0.848,0.507,2.4e-6,140.056,Rap
AntonÃ_n DvoÅ™Ã¡k,"Rusalka, Op. 114, B. 203, Act I: Vidino divnÃ¡, pÅ™esladkÃ¡ (Live)",0.227,0.228,2.26e-4,82.21,Classical
Rusko,Massive,0.764,0.918,3.82e-4,140.041,Electronic
empty_field,"Prelude No. 1 (From ""Three Preludes"")",0.512,0.0717,0.962,79.684,Classical
Ludwig van Beethoven,"Diabelli Variations, Op. 120: Var. 4, Un poco piÃ_ vivace",0.224,0.171,0.908,83.924,Classical
Faithless,Insomnia - Monster Mix,0.683,0.937,0.768,126.872,Electronic
Wolfgang Amadeus Mozart,Eine kleine Nachtmusik: Andante,0.226,0.0566,8.79e-4,64.265,Classical
empty_field,Tip Toe (feat. French Montana),0.845,0.709,0,98.062,Rap
Hekler,404 - Moore Kismet Remix,0.43,0.971,0.0546,149.917,Electronic
Wiz Khalifa,Bottle Poppers,0.879,0.662,0,132.547,Rap
Drake,"Hold On, We're Going Home",0.776,0.413,2.68e-5,100.003,Hip-Hop
Goldmund,Finding It There,0.202,0.00259,0.952,120.734,Rock
Ola Gjeilo,Sacred Heart,0.169,0.0951,0.805,130.577,Classical
Kenny Chesney,There Goes My Life,0.581,0.446,7.45e-6,135.793,Country
We Are Messengers,Maybe It's Ok,0.509,0.712,0,138.005,Rock
Zomboy,Like A Bitch,0.596,0.978,0.769,149.976,Electronic
Kevin Abstract,American Boyfriend,0.463,0.698,4.65e-6,93.072,Hip-Hop
Maren Morris,Drunk Girls Don't Cry,0.457,0.773,0,180.061,Country
Aaron Copland,Appalachian Spring: V. Subito allegro,0.321,0.274,0.91,92.289,Classical
Hank Locklin,"Please Help Me, I'm Falling",0.552,0.336,0,105.479,Country
Ulrich Schnauss,A Letter from Home,0.454,0.716,0.93,99.897,Electronic
Flunk,Hello (Demo),0.6,0.288,3.1e-4,77.041,Electronic
Maren Morris,Good Woman,0.35,0.436,5.16e-6,131.716,Country
Johann Sebastian Bach,"Unaccompanied Cello Suite No. 1 in G Major, BWV 1007: I. PrÃ©lude",0.326,0.0993,0.916,137.274,Classical
Iggy Azalea,OMG (feat. Wiz Khalifa),0.902,0.805,0,140.035,Hip-Hop
The Beatles,When I'm Sixty Four - Remastered 2009,0.704,0.241,2.8e-5,140.411,Rock
Ludwig van Beethoven,"Piano Sonata No. 30 in E Major, Op. 109: I. Vivace ma non troppo",0.254,0.0436,0.849,67.27,Classical
empty_field,Flexing So Hard,0.698,0.741,0,156.096,Hip-Hop
The Flying Burrito Brothers,Wild Horses,0.525,0.391,5.41e-4,130.443,Rock
Boombox Cartel,Widdit - Dabow Remix,0.74,0.83,0.401,135.057,Electronic
Old Dominion,Hotel Key,0.758,0.867,0,102.018,Country
Lionel Richie,Stuck On You,0.521,0.349,0,131.76,Rock
The Oak Ridge Boys,American Made,0.696,0.513,6.07e-4,129.212,Country
Shania Twain,Up!,0.616,0.786,0,125.934,Country
$uicideBoy$,FUCKTHEPOPULATION,0.818,0.576,0,96.189,Rap
Gramatik,Back To The Future,0.583,0.841,0,90.646,Electronic
The Lonely Island,Like A Boss,0.713,0.803,0,74.99,Rap
Bonobo,Animals,0.336,0.628,0.396,134.993,Electronic
Johnny Cash,Satisfied Mind,0.495,0.243,3.26e-6,141.636,Country
Sammy Kershaw,Love of My Life,0.552,0.384,3.3e-5,139.986,Country
Adam Calhoun,Back Then (feat. Mr. Brodnax),0.769,0.736,0,89.011,Country
The Notorious B.I.G.,Kick In The Door - 2014 Remastered Version,0.62,0.854,0,179.801,Hip-Hop
Gustav Holst,In the Bleak Midwinter (Arr. Kanneh-Mason),0.259,0.0448,0.754,75.4,Classical
empty_field,Don't Cry,0.451,0.392,6.91e-6,114.477,Electronic
Kanye West,Freestyle 4,0.472,0.562,0,125.524,Rap
Styx,Blue Collar Man (Long Nights),0.444,0.609,0,124.005,Rock
Hector Berlioz,"Symphonie fantastique, Op. 14: Symphonie fantastique, Op. 14: V. Songe d'une nuit de sabbat",0.355,0.245,0.689,117.317,Classical
Wolfgang Amadeus Mozart,"La clemenza di Tito, K. 621, Act I: Deh se piacer mi vuoi",0.339,0.0935,1.86e-5,116.537,Classical
Omarion,Ice Box,0.775,0.731,0,131.105,Hip-Hop
Cosculluela,Solo a Solas (feat. Maluma),0.766,0.646,1.24e-5,86.928,Hip-Hop
AJ Tracey,LO(V/S)ER,0.9,0.831,2.53e-6,139.987,Hip-Hop
Wiz Khalifa,Holyfield,0.892,0.694,0.00237,156.017,Hip-Hop
CÃ©sar Franck,"Sonata In A Major For Violin & Piano, FWV 8: 1. Allegretto ben moderato",0.234,0.044,0.0891,67.908,Classical
T.I.,At Least I Know,0.708,0.664,0,107.973,Rap
Red Hot Chili Peppers,Goodbye Angels,0.365,0.804,6.58e-5,171.597,Rock
6LACK,Luving U,0.723,0.471,8.81e-4,121.962,Rap
Dmitri Shostakovich,Piano Concerto No. 2 Op. 102 in F Major: II. Andante,0.186,0.00228,0.945,78.426,Classical
empty_field,"Turn It On, Turn It Up, Turn Me Loose - Remastered",0.567,0.793,4.58e-4,181.313,Country
Harry Nilsson,"Everybody's Talkin' - From ""Midnight Cowboy""",0.438,0.349,5.7e-5,124.984,Rock
Oliver Francis,Tru$T,0.623,0.551,0,140.058,Rap
Fruit Bats,Humbug Mountain Song,0.593,0.926,0.0582,100.011,Rock
Playboi Carti,Lame Niggaz,0.9,0.488,0,83.498,Hip-Hop
Young Thug,"Guwop (feat. Quavo, Offset and Young Scooter)",0.883,0.616,1.48e-6,141.969,Rap
Gorillaz,Momentz (feat. De La Soul),0.781,0.98,2.74e-6,140.235,Hip-Hop
Kerala Dust,The Chain,0.682,0.492,0.0456,151.016,Electronic
Eminem,Buffalo Bill,0.696,0.885,0,175.912,Hip-Hop
The Weeknd,Till Dawn (Here Comes The Sun),0.697,0.542,4.52e-4,99.988,Rap
System Of A Down,Forest,0.367,0.905,0.00925,150.496,Rap
Them Crooked Vultures,No One Loves Me & Neither Do I,0.232,0.895,2.86e-6,175.744,Rock
The Game,Celebration,0.704,0.681,0,148.018,Rap
Skizzy Mars,Do You There (feat. Marc E. Bassy),0.523,0.842,0,149.974,Rap
Frank Ocean,Self Control,0.572,0.209,0,80.069,Hip-Hop
Moneybagg Yo,RESET,0.772,0.691,2.33e-6,156.111,Rap
Lil Baby,First Class,0.832,0.291,0,134.063,Rap
Russ,Keep My Wits,0.723,0.822,0,180.013,Hip-Hop
Kevin Gates,I Don't Get Tired (#IDGT) (feat. August Alsina),0.492,0.698,0,139.953,Rap
Liquid Stranger,Carnage Feat. Pistol,0.923,0.748,6.27e-5,131.973,Electronic
Shoreline Mafia,Heavy,0.668,0.623,0,180.062,Hip-Hop
Zeds Dead,Dead Price (feat. Sean Price),0.704,0.962,1.48e-5,183.93,Electronic
Richard Strauss,"Also sprach Zarathustra, Op.30, TrV 176: Von den Hinterweltlern",0.12,0.0544,0.819,82.318,Classical
G-Eazy,Tumblr Girls,0.49,0.373,1.05e-4,121.889,Hip-Hop
Jana Kramer,I Got The Boy,0.625,0.569,0,149.987,Country
T-Pain,F.B.G.M.,0.689,0.657,0,77.509,Hip-Hop
Sheryl Crow,Soak Up The Sun,0.715,0.75,0,119.992,Rock
NGHTMRE,Aftershock - Boombox Cartel VIP,0.446,0.915,0.224,149.898,Electronic
The Prodigy,Fire (Sunrise Version),0.745,0.688,0.002,140.023,Electronic
Stevie Ray Vaughan,Life by the Drop,0.663,0.204,1.42e-5,95.963,Rock
Dodge & Fuski,Mistakes Ft. The Arcturians,0.419,0.956,0.003,112.521,Electronic
Des Rocs,Outta My Mind,0.586,0.841,0,102.115,Rock
Ludwig van Beethoven,"Piano Concerto No.3 in C minor, Op.37: 2. Largo",0.219,0.0313,0.954,137.245,Classical
Lil' Flip,Game Over,0.813,0.59,5.07e-5,159.961,Rap
Andy Grammer,Back Home,0.621,0.827,0,99.979,Rap
Nelly,Die a Happy Man,0.65,0.745,0,88.032,Hip-Hop
Portishead,Over - Live,0.285,0.514,6.65e-6,149.782,Electronic
Joe Pug,Hymn #101,0.583,0.343,0,115.806,Country
Rae Sremmurd,T'd Up - From SR3MM,0.833,0.57,3.51e-6,152.044,Rap
2Pac,Life Goes On,0.693,0.843,0,158.465,Hip-Hop
Ice Cube,No Vaseline,0.558,0.959,0,104.733,Hip-Hop
empty_field,Real Muthaphuckkin' G's,0.724,0.853,0,170.51,Rap
Jason Isbell,The Life You Chose - Live from Spotify Nyc,0.505,0.82,1.25e-6,106.903,Country
Ludwig van Beethoven,"Beethoven: Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio",0.351,0.232,0.839,85.144,Classical
AntonÃ_n DvoÅ™Ã¡k,"Rusalka, Op. 114, B. 203, Act I: Jel mladÃ_ lovec, jel a jel (Live)",0.278,0.084,4.33e-5,73.821,Classical
Gioachino Rossini,Tancredi: Se ostinata ancora non cedi,0.309,0.153,5.62e-4,143.64,Classical
Dave East,No Pork,0.678,0.795,0,176.157,Rap
Jason Derulo,Bubblegum (feat. Tyga),0.856,0.633,0,109.011,Hip-Hop
empty_field,Black Dog - Remastered,0.437,0.864,0.0314,81.394,Rock
Lit Lords,Rapid Fire,0.615,0.939,4.4e-5,159.79,Electronic
FVLCRVM,Loose,0.722,0.855,0.00972,131.978,Electronic
Kanye West,So Appalled,0.629,0.754,0,87.07,Rap
Michael Haydn,"Notturno in G Major, MH 189: I. Allegro brillante",0.429,0.116,0.787,134.891,Classical
New Radicals,You Get What You Give,0.618,0.896,0,113.961,Rock
Big K.R.I.T.,Subenstein (My Sub IV),0.698,0.83,0,155.029,Hip-Hop
Young Thug,She Wanna Party (feat. Millie Go Lightly),0.578,0.5,0,104.095,Hip-Hop
Luke Combs,Beautiful Crazy (feat. Leon Bridges) - Live,0.41,0.485,0,149.882,Country
Steve Vai,Bad Horsie,0.543,0.771,0.776,127.038,Classical
Vince Staples,Rain Come Down,0.882,0.399,1.34e-4,120.006,Hip-Hop
Erik Satie,Les 3 valses distinguees du precieux degoute: No. 1. Sa taille: Pas vite,0.401,0.00172,0.834,127.781,Classical
Lil Jon,Alive (with Offset & 2 Chainz),0.811,0.734,2.26e-6,150.06,Rap
Rascal Flatts,Summer Nights,0.539,0.885,0,102.089,Country
Hercules & Love Affair,Fools Wear Crowns,0.732,0.713,0.459,116.012,Electronic
Jason Derulo,Marry Me,0.568,0.631,0,105.096,Hip-Hop
John Philip Sousa,Chris and the Wonderful Lamp (Excerpt Transcr. for Cornet & Wind Band),0.184,0.0162,0.867,83.465,Classical
Led Zeppelin,What Is and What Should Never Be - 1990 Remaster,0.34,0.472,0,78.086,Rock
Thousand Foot Krutch,Take It Out On Me,0.465,0.813,0,148.027,Rock
Terri Clark,Better Things To Do,0.567,0.792,0,150.627,Country
Machine Gun Kelly,Spotlight,0.572,0.621,6.86e-5,92.97,Hip-Hop
Chris Thile,Feedback Loop,0.414,0.32,0.0152,133.188,Classical
Susto,Homeboy,0.541,0.854,0.00407,117.923,Country
Jeezy,Grind State,0.68,0.671,0,138.004,Hip-Hop
Kodak Black,Versatile,0.537,0.751,0,70.475,Rap
Call Me Karizma,F U Till I F U,0.581,0.601,1.43e-4,80.012,Rap
Getter,Bleed,0.401,0.77,2.24e-6,76.913,Electronic
Falcons,Buyaka,0.825,0.876,0.0072,144.962,Electronic
empty_field,Dear Hate,0.526,0.412,0,79.732,Country
The Corrs,Breathless,0.607,0.82,6.8e-5,126.988,Rock
Snootie Wild,Made Me,0.856,0.719,9.03e-6,146.032,Hip-Hop
Meek Mill,Burn - feat. Big Sean,0.67,0.895,0,111.389,Rap
Hoodie Allen,Champagne and Pools (feat. Blackbear & Kyle),0.61,0.641,0,67.413,Rap
empty_field,"Piano Concerto No. 21 in C Major, K. 467: Andante",0.172,0.105,0.871,176.597,Classical
Luke Bryan,Do I,0.581,0.691,0,137.985,Country
Alison Krauss,"Baby, Now That I've Found You",0.725,0.239,0.00675,115.545,Country
Ol' Dirty Bastard,Got Your Money (feat. Kelis),0.934,0.459,0,103.04,Rap
Dierks Bentley,What Was I Thinkin',0.551,0.825,6.2e-6,164.857,Rock
Billy Joel,Piano Man,0.334,0.472,3.77e-6,179.167,Rock
FranÃ§ois Couperin,"Le Rossignol-en-Amour: 14Ã¨me ordre, 3Ã¨me livre",0.395,0.0167,0.951,64.801,Classical
Future,Super Trapper,0.816,0.414,0,150.008,Hip-Hop
Portishead,Plastic,0.358,0.549,0.0286,148.118,Electronic
Jelly Roll,Same Old Thang,0.656,0.703,0,139.982,Country
Josh Ward,Together,0.462,0.714,8.76e-6,135.997,Country
Bassnectar,Boombox,0.582,0.746,0.0548,160.013,Electronic
Social Club Misfits,Tuyo,0.699,0.779,0,93.015,Hip-Hop
"Hank Williams, Jr.",Attitude Adjustment,0.692,0.624,1.25e-6,104.312,Country
Fifth Harmony,Work from Home (feat. Ty Dolla $ign),0.803,0.585,3.94e-6,105.017,Rap
Jean Sibelius,"3 PiÃ¨ces pour orchestre, Op.96: Valse Lyrique, Op. 96a (version for orchestra)",0.231,0.111,0.834,86.298,Classical
Lil Yachty,NBAYOUNGBOAT,0.769,0.807,0,82.422,Rap
Hucci,Fountain,0.38,0.584,0.00235,190.709,Electronic
Bombay Jayashri,Zara Zara,0.635,0.268,2.04e-6,143.771,Classical
EPMD,You Gots To Chill,0.882,0.814,0,99.689,Hip-Hop
FrÃ©dÃ©ric Chopin,"Preludes, Op. 28: No. 1 in C Major (Agitato)",0.246,0.0755,0.923,95.693,Classical
Sergei Prokofiev,"String Quartet No. 2 in F Major, Op. 92: II. Adagio",0.267,0.0461,0.335,105.651,Classical
Wiz Khalifa,Late Night Messages,0.79,0.616,2.44e-5,92.967,Hip-Hop
RJD2,Since We Last Spoke,0.616,0.631,0.6,119.72,Electronic
The Allman Brothers Band,Jessica,0.343,0.755,0.688,105.174,Rock
Confederate Railroad,Jesus And Mama,0.621,0.573,2.22e-4,136.58,Country
Ciara,Greatest Love,0.687,0.723,0,119.991,Rap
Johann Sebastian Bach,"Gottes Zeit ist die allerbeste Zeit, Sonatina az ""Actus tragicus""-bÃ_l, BWV 106",0.457,0.0252,0.875,74.137,Classical
Das EFX,Real Hip-Hop,0.858,0.76,0,93.082,Hip-Hop
Usher,Confessions Part II - Confessions Special Edition Version,0.845,0.467,0,138.007,Hip-Hop
Chris Brown,Hands Up,0.565,0.73,0,102.792,Rap
Virtual Riot,Lunar,0.367,0.798,0.327,113.483,Electronic
Ski Mask The Slump God,Save The Day (feat. Coi Leray & LouGotCash),0.871,0.751,0,139.984,Rap
JID,Mounted Up,0.741,0.606,3.33e-4,108.126,Rap
Johann Sebastian Bach,"St. Matthew Passion, BWV 244, Pt. 2: No. 61, Und von der sechsten Stunde",0.358,0.0502,0,139.358,Classical
Pendulum,"The Island, Pt. 1 (Dawn) - AN21 Remix",0.818,0.661,0.319,125.988,Electronic
Satoshi Fumi,Lalalalaland,0.714,0.427,0.904,120.007,Electronic
Zeds Dead,Lights Go Down - Subtronics Remix,0.695,0.862,0.0344,150.091,Electronic
FrÃ©dÃ©ric Chopin,Chopin : 24 Preludes Op.28 : No.23 in F major,0.16,0.0348,0.909,76.408,Classical
Bryson Tiller,Don't Get Too High,0.88,0.495,1.47e-6,124.055,Hip-Hop
Saba,BUSY / SIRENS,0.667,0.465,0,133.859,Rap
Borgore,School Daze - Borgore & Tisoki Remix,0.642,0.788,4.86e-5,144.861,Electronic
Virtual Riot,Throwback,0.391,0.904,0.0239,153.397,Electronic
Two Feet,I Want It,0.576,0.794,0.00104,122.001,Rock
!!!,Sick Ass Moon,0.791,0.83,0.0359,124.011,Electronic
Upchurch,White Lightning,0.799,0.577,3.02e-6,139.993,Country
Toby Keith,35 mph Town,0.501,0.65,1.58e-6,75.049,Country
The Charlie Daniels Band,Long Haired Country Boy,0.588,0.58,3.74e-6,145.37,Rock
Bryson Tiller,Set It Off,0.538,0.507,1.05e-6,145.969,Rap
Kodak Black,Identity Theft,0.938,0.696,0,97.988,Rap
Migos,Gang Gang,0.635,0.601,0,180.046,Rap
Young Thug,With Them,0.926,0.517,0,132.07,Hip-Hop
Teriyaki Boyz,"Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack",0.761,0.892,4.19e-5,127.04,Rap
Johann Sebastian Bach,"Violin Sonata No. 3 in C Major, BWV 1005: I. Adagio",0.15,0.0362,0.873,103.658,Classical
Tory Lanez,Why DON'T You LOVE me?,0.589,0.774,0,119.92,Hip-Hop
Aaron Watson,Run Wild Horses,0.509,0.757,8.58e-4,92.023,Rock
empty_field,Written In Stone,0.197,0.233,0.821,82.165,Classical
"Hank Williams, Jr.",Keep Your Hands To Yourself,0.697,0.804,6.94e-6,115.904,Country
Little River Band,Cool Change - Remastered,0.388,0.368,2.02e-6,128.527,Rock
A$AP Rocky,LVL,0.595,0.427,1.32e-5,120.085,Rap
Queen,We Are The Champions - Remastered 2011,0.467,0.486,0,95.205,Rock
Weval,Detian,0.633,0.696,0.765,106.987,Electronic
Aim,Northwest,0.675,0.611,0.119,183.947,Electronic
SahBabii,Tonight,0.74,0.562,0,79.999,Rap
Usher,Love in This Club (feat. Young Jeezy),0.573,0.712,0,140.012,Hip-Hop
"Tyler, The Creator",Pigs,0.441,0.737,0.00101,78.462,Rap
Snails,Only Want U - Kill The Noise Remix,0.631,0.966,0.225,155.022,Electronic
D Savage,Opera,0.675,0.527,0,150.149,Hip-Hop
Trippie Redd,I Know How To Self Destruct,0.596,0.417,0,148.432,Rap
Wolfgang Amadeus Mozart,"Le Nozze Di Figaro (The Marriage of Figaro, K. 492); Act IV, Ah Tutti Contenti",0.173,0.11,0.122,84.963,Classical
Philip Glass,Etude No. 9,0.289,0.25,0.882,144.783,Classical
Cole Swindell,Kiss,0.464,0.887,0,167.937,Country
Luigi Boccherini,String Quartet Op. 58 No. 2 in E flat-Major: String Quartet Op. 58 No. 2 in E flat-Major: IV. Finale: Allegro vivo assai,0.517,0.112,0.843,143.991,Classical
Goldfrapp,Annabel,0.589,0.143,0.0139,99.947,Electronic
Johnny Cash,"Cocaine Blues - Live at Folsom State Prison, Folsom, CA - January 1968",0.679,0.52,0,121.411,Country
Reel Big Fish,Sell Out,0.557,0.87,1.51e-5,104.708,Rock
Key Glock,Feeling Myself,0.922,0.427,0,133.046,Hip-Hop
Childish Gambino,Summertime Magic,0.76,0.579,0.00351,100.01,Rap
Boombox Cartel,Moon Love,0.706,0.935,4.62e-5,130.001,Electronic
Kevin Gates,GOMD,0.618,0.817,0,152.675,Hip-Hop
Daddy Yankee,Salgo Pa' la Calle,0.617,0.771,3.32e-6,180.002,Hip-Hop
Kasabian,Underdog,0.526,0.894,1.33e-6,101.017,Electronic
empty_field,Three,0.463,0.418,0,156.076,Country
Eminem,In Your Head,0.647,0.778,0,82.918,Hip-Hop
Erik Satie,GymnopÃ©die No. 2,0.489,0.00243,0.963,67.452,Classical
Night Lovell,Concept Nothing,0.875,0.519,1.09e-5,110.018,Hip-Hop
Casey Donahew,Fallen,0.538,0.555,0,75.002,Country
Alan Jackson,Don't Rock the Jukebox,0.641,0.637,1.38e-4,147.502,Country
DragonForce,Cry For Eternity,0.21,0.937,0.0182,199.974,Classical
Kings of Leon,Mary,0.267,0.893,0.00268,79.544,Rock
AgustÃ_n Barrios MangorÃ©,VariaciÃ_n al estudio No. 3,0.207,0.0159,0.833,87.102,Classical
FrÃ©dÃ©ric Chopin,"Nocturne, Op. 15: No. 3",0.485,0.00383,0.926,98.679,Classical
NF,All I Do,0.746,0.821,0,112.006,Hip-Hop
Nicolas Jaar,Swim,0.733,0.571,0.888,119.992,Electronic
Daniel Barenboim,"Bach, JS : Well-Tempered Clavier Book 1 : Fugue No.6 in D minor BWV851",0.417,0.0728,0.91,122.993,Classical
Neha Kakkar,"Dilbar (From ""Satyameva Jayate"")",0.725,0.912,7.68e-5,104.054,Hip-Hop
Counting Crows,Rain King,0.492,0.879,0,157.669,Rock
Metallica,I Disappear,0.534,0.929,5.58e-5,122.733,Rock
The Lacs,Old River Road,0.697,0.794,0,103.031,Country
Nobuo Uematsu,"Festival of the Hunt (From ""Final Fantasy IX"")",0.299,0.579,0.736,110.114,Classical
Kenny Chesney,When The Sun Goes Down - Duet With Uncle Kracker (Live),0.641,0.879,5.62e-5,106.13,Country
Marty Robbins,Streets Of Laredo,0.471,0.261,0,100.719,Country
Muse,Dig Down,0.428,0.429,4.1e-4,127.173,Rock
alt-J,Tessellate,0.702,0.607,0.0263,116.961,Rock
Arctic Monkeys,Anyways,0.284,0.576,3.91e-5,82.527,Rock
The Galaxy,Turn Day Turn Night,0.631,0.94,0.0314,150.033,Electronic
Ludwig van Beethoven,"ãƒÅã‚§ãƒ_ãƒ»ã‚_ãƒ_ã‚¿ ç¬¬ 1ç•ª ãƒ˜é•·èª¿, ä_œå“Å 5-1: 2. Allegro vivace",0.38,0.197,0.916,141.291,Classical
Mel McDaniel,Baby Got Her Blue Jeans On,0.599,0.763,0.00184,112.447,Country
Aaron Copland,4 Dance Episodes from Rodeo: I. Buckaroo Holiday,0.402,0.413,0.873,128.917,Classical
The Growlers,Going Gets Tough,0.5,0.766,0,162.058,Rock
Chris Travis,Crunch Time,0.844,0.709,0,109.959,Rap
Bulova,"Hoy Me Desacato (Dale Pipo Remix) (feat. Nacho, Noriel & El Alfa)",0.918,0.885,0,119.957,Rap
Bonobo,Flutter,0.602,0.695,0.43,103.002,Electronic
Lil Wayne,Go DJ,0.729,0.792,0,157.993,Rap
rei brown,Chaplan Candy,0.491,0.303,0.64,119.356,Rap
XXXTENTACION,Looking for a Star,0.915,0.692,1.2e-4,118.981,Hip-Hop
Elfenberg,Loma,0.807,0.45,0.932,124.005,Electronic
Snoop Dogg,Beautiful,0.893,0.74,0,101.025,Hip-Hop
Johannes Brahms,"Piano Trio No. 3 in C Minor, Op. 101: Presto non assai",0.301,0.00602,0.0199,83.628,Classical
The Doors,People Are Strange,0.699,0.467,0,119.287,Rock
Hector Berlioz,"La Damnation de Faust, Op. 24, H. 111: Pt. II, ScÃ¨ne VII - Air de MÃ©phistophÃ©lÃ¨s. ""Voici des roses""",0.207,0.0201,0.0327,137.55,Classical
Noah Kahan,False Confidence,0.417,0.673,0,108.994,Rock
John Lennon,Mind Games - Remastered 2010,0.409,0.833,0.158,132.233,Rock
Alejandro Escovedo,Always A Friend,0.551,0.807,3.86e-6,126.722,Country
Swizz Beatz,Pistol On My Side (P.O.M.S) (feat. Lil Wayne),0.525,0.949,0,87.833,Rap
Future,Bag (Future feat. Yung Bans),0.857,0.457,0,132.01,Hip-Hop
The Flaming Lips,She Don't Use Jelly,0.33,0.556,4.39e-5,173.828,Rock
Antonio Vivaldi,Sposa son disprezzata,0.293,0.00966,0.11,113.942,Classical
Ludwig van Beethoven,"Symphony No. 9 in D Minor, Op. 125 ""Choral"": IV. Finale. Presto - Allegro assai (Live)",0.173,0.297,0.258,62.889,Classical
Tracy Lawrence,Paint Me a Birmingham,0.519,0.52,0,129.862,Country
Pyotr Ilyich Tchaikovsky,"Eugene Onegin, Op.24, TH.5 / Act 3: Polonaise",0.485,0.282,0.939,102.743,Classical
Jhene Aiko,Stay Ready (What A Life),0.343,0.491,0.00588,171.341,Rap
Doves,There Goes The Fear,0.499,0.975,0.0721,109.997,Electronic
Tory Lanez,DrIP DrIp Drip (feat. Meek Mill),0.71,0.814,0,155.02,Rap
Jean Michael,Weed & Memories,0.52,0.407,2.58e-4,84.33,Rap
Brett Young,Reason To Stay,0.704,0.769,1.33e-6,110.006,Country
Eric Church,"Mistress Named Music - Live At TD Garden, Boston, MA / January 28, 2017",0.553,0.668,4.76e-4,139.951,Country
Michael Ray,"Psycho - Recorded at Sound Stage Studios, Nashville",0.545,0.59,0.0428,140.127,Country
YG,BULLETPROOF (feat. Jay 305),0.776,0.515,0,162.488,Hip-Hop
Theory of a Deadman,Wake Up Call,0.245,0.715,0,75.028,Rock
Logic,Metropolis,0.522,0.856,0,167.734,Hip-Hop
Jean-Yves Thibaudet,"Andante in E-flat Major, Op.9, No.2",0.435,0.0333,0.909,121.263,Classical
Isaiah Rashad,Park,0.856,0.632,0,100.034,Rap
Duckwrth,Bernal Heights,0.846,0.546,1.78e-6,87,Hip-Hop
Turnpike Troubadours,Diamonds & Gasoline,0.473,0.423,0,170.035,Country
Kolton Moore & the Clever Few,This Ain't Forever,0.546,0.486,1.45e-5,79.936,Country
Chris Stapleton,Traveller,0.543,0.75,0.0166,88.107,Country
Lenny Cooper,Rodeo,0.749,0.795,0,124.997,Country
Avantasia,Sign of the Cross,0.537,0.917,1.02e-6,101.23,Classical
Nobuo Uematsu,Suteki da Ne (Final Fantasy X),0.182,0.211,5.84e-6,88.045,Classical
Gustav Mahler,"Lieder eines fahrenden Gesellen: 3. ""Ich hab' ein glÃ_hend Messer""",0.372,0.192,0.179,95.823,Classical
Matt Stell,Prayed for You - Acoustic,0.713,0.386,0,139.968,Country
empty_field,Ten Times,0.807,0.441,0,140.236,Rap
Tory Lanez,Hillside (feat. Wiz Khalifa & Mansa),0.674,0.464,0,139.988,Hip-Hop
Skillet,Undefeated,0.684,0.992,0,133.963,Rock
sober rob,Right Now (feat. blackbear),0.778,0.708,0,105.015,Electronic
Chris Young,You,0.708,0.708,0,95.031,Rock
Ty Dolla $ign,Drop That Kitty (feat. Charli XCX and Tinashe),0.874,0.712,0.0887,106.021,Hip-Hop
